Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,Quartile Number,Suppression Flag
Uninsured at the Time of Interview,By State,West Virginia,West Virginia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,8.7,5.9,12.4,5.9 - 12.4,8.2-10.4,2,
Uninsured at the Time of Interview,By State,Wisconsin,Wisconsin,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,10.4,6.9,14.9,6.9 - 14.9,8.2-10.4,2,
Uninsured at the Time of Interview,By State,Wyoming,Wyoming,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,14.9,10.9,19.7,10.9 - 19.7,13.6-23.2,4,
Public Health Insurance Coverage,National Estimate,United States,United States,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,21.5,20.7,22.3,20.7 - 22.3,,,
Public Health Insurance Coverage,By Age,United States,18 - 24 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,13.9,11.5,16.7,11.5 - 16.7,,,
Public Health Insurance Coverage,By Age,United States,25 - 34 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,22.9,21.0,24.8,21.0 - 24.8,,,
Public Health Insurance Coverage,By Age,United States,35 - 44 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,20.8,19.5,22.2,19.5 - 22.2,,,
Public Health Insurance Coverage,By Age,United States,45 - 64 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,22.7,21.6,23.8,21.6 - 23.8,,,
Public Health Insurance Coverage,By Sex,United States,Male,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,19.0,17.9,20.2,17.9 - 20.2,,,
Public Health Insurance Coverage,By Sex,United States,Female,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,23.8,22.9,24.7,22.9 - 24.7,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.6,23.2,28.0,23.2 - 28.0,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,18.4,17.6,19.1,17.6 - 19.1,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,32.0,29.1,34.9,29.1 - 34.9,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,16.7,14.2,19.4,14.2 - 19.4,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,27.7,24.6,31.1,24.6 - 31.1,,,
Public Health Insurance Coverage,By Education,United States,Less than a high school diploma,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,34.2,29.8,38.8,29.8 - 38.8,,,
Public Health Insurance Coverage,By Education,United States,High school diploma or GED,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,27.8,26.1,29.7,26.1 - 29.7,,,
Public Health Insurance Coverage,By Education,United States,Some college/Associate's degree,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,24.1,23.0,25.3,23.0 - 25.3,,,
Public Health Insurance Coverage,By Education,United States,Bachelor's degree or higher,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,11.1,10.5,11.8,10.5 - 11.8,,,
Public Health Insurance Coverage,By State,Alabama,Alabama,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,18.3,14.2,23.1,14.2 - 23.1,17.4-21.5,2,
Public Health Insurance Coverage,By State,Alaska,Alaska,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,24.4,20.5,28.6,20.5 - 28.6,21.6-25.6,3,
Public Health Insurance Coverage,By State,Arizona,Arizona,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,21.5,17.4,26.0,17.4 - 26.0,17.4-21.5,2,
Public Health Insurance Coverage,By State,Arkansas,Arkansas,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,29.5,24.9,34.4,24.9 - 34.4,25.7-40.0,4,
Public Health Insurance Coverage,By State,California,California,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,26.2,23.5,29.2,23.5 - 29.2,25.7-40.0,4,
Public Health Insurance Coverage,By State,Colorado,Colorado,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,22.8,19.0,26.9,19.0 - 26.9,21.6-25.6,3,
Public Health Insurance Coverage,By State,Connecticut,Connecticut,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,17.9,14.8,21.4,14.8 - 21.4,17.4-21.5,2,
Public Health Insurance Coverage,By State,Delaware,Delaware,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,22.5,17.4,28.3,17.4 - 28.3,21.6-25.6,3,
Public Health Insurance Coverage,By State,District of Columbia,District of Columbia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,21.5,16.4,27.4,16.4 - 27.4,17.4-21.5,2,
Public Health Insurance Coverage,By State,Florida,Florida,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,16.7,14.0,19.6,14.0 - 19.6,9.7-17.3,1,
Public Health Insurance Coverage,By State,Georgia,Georgia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,18.5,13.9,23.8,13.9 - 23.8,17.4-21.5,2,
Public Health Insurance Coverage,By State,Hawaii,Hawaii,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,26.1,20.4,32.5,20.4 - 32.5,25.7-40.0,4,
Public Health Insurance Coverage,By State,Idaho,Idaho,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,22.4,18.5,26.6,18.5 - 26.6,21.6-25.6,3,
Public Health Insurance Coverage,By State,Illinois,Illinois,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,17.7,14.8,20.9,14.8 - 20.9,17.4-21.5,2,
Public Health Insurance Coverage,By State,Indiana,Indiana,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,22.6,19.8,25.7,19.8 - 25.7,21.6-25.6,3,
Public Health Insurance Coverage,By State,Iowa,Iowa,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,18.0,14.4,22.1,14.4 - 22.1,17.4-21.5,2,
Public Health Insurance Coverage,By State,Kansas,Kansas,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,15.5,11.5,20.2,11.5 - 20.2,9.7-17.3,1,
Public Health Insurance Coverage,By State,Kentucky,Kentucky,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,27.8,23.1,32.8,23.1 - 32.8,25.7-40.0,4,
Public Health Insurance Coverage,By State,Louisiana,Louisiana,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,32.9,27.7,38.4,27.7 - 38.4,25.7-40.0,4,
Public Health Insurance Coverage,By State,Maine,Maine,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,17.8,12.8,23.9,12.8 - 23.9,17.4-21.5,2,
Public Health Insurance Coverage,By State,Maryland,Maryland,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,24.3,20.2,28.8,20.2 - 28.8,21.6-25.6,3,
Public Health Insurance Coverage,By State,Massachusetts,Massachusetts,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,14.8,12.4,17.5,12.4 - 17.5,9.7-17.3,1,
Public Health Insurance Coverage,By State,Michigan,Michigan,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,26.2,22.7,30.0,22.7 - 30.0,25.7-40.0,4,
Public Health Insurance Coverage,By State,Minnesota,Minnesota,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,18.0,15.1,21.1,15.1 - 21.1,17.4-21.5,2,
Public Health Insurance Coverage,By State,Mississippi,Mississippi,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,20.2,15.7,25.3,15.7 - 25.3,17.4-21.5,2,
Public Health Insurance Coverage,By State,Missouri,Missouri,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,17.3,13.5,21.6,13.5 - 21.6,9.7-17.3,1,
Public Health Insurance Coverage,By State,Montana,Montana,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,22.9,17.0,29.7,17.0 - 29.7,21.6-25.6,3,
Public Health Insurance Coverage,By State,Nebraska,Nebraska,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,15.2,12.0,18.7,12.0 - 18.7,9.7-17.3,1,
Public Health Insurance Coverage,By State,Nevada,Nevada,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,29.5,24.4,35.1,24.4 - 35.1,25.7-40.0,4,
Public Health Insurance Coverage,By State,New Hampshire,New Hampshire,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,19.7,14.4,26.0,14.4 - 26.0,17.4-21.5,2,
Public Health Insurance Coverage,By State,New Jersey,New Jersey,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,15.3,11.6,19.5,11.6 - 19.5,9.7-17.3,1,
Public Health Insurance Coverage,By State,New Mexico,New Mexico,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,40.0,33.9,46.4,33.9 - 46.4,25.7-40.0,4,
Public Health Insurance Coverage,By State,New York,New York,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,27.2,22.9,31.9,22.9 - 31.9,25.7-40.0,4,
Public Health Insurance Coverage,By State,North Carolina,North Carolina,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,17.8,13.5,22.9,13.5 - 22.9,17.4-21.5,2,
Public Health Insurance Coverage,By State,North Dakota,North Dakota,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,12.8,9.5,16.7,9.5 - 16.7,9.7-17.3,1,
Public Health Insurance Coverage,By State,Ohio,Ohio,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,21.8,17.3,26.9,17.3 - 26.9,21.6-25.6,3,
Public Health Insurance Coverage,By State,Oklahoma,Oklahoma,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,17.3,14.2,20.7,14.2 - 20.7,9.7-17.3,1,
Public Health Insurance Coverage,By State,Oregon,Oregon,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.2,21.1,29.7,21.1 - 29.7,21.6-25.6,3,
Public Health Insurance Coverage,By State,Pennsylvania,Pennsylvania,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.4,21.3,29.8,21.3 - 29.8,21.6-25.6,3,
Public Health Insurance Coverage,By State,Rhode Island,Rhode Island,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,27.9,22.8,33.5,22.8 - 33.5,25.7-40.0,4,
Public Health Insurance Coverage,By State,South Carolina,South Carolina,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.6,20.2,31.5,20.2 - 31.5,21.6-25.6,3,
Public Health Insurance Coverage,By State,South Dakota,South Dakota,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,9.7,7.3,12.7,7.3 - 12.7,9.7-17.3,1,
Public Health Insurance Coverage,By State,Tennessee,Tennessee,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,23.8,19.2,28.9,19.2 - 28.9,21.6-25.6,3,
Public Health Insurance Coverage,By State,Texas,Texas,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,16.0,13.6,18.6,13.6 - 18.6,9.7-17.3,1,
Public Health Insurance Coverage,By State,Utah,Utah,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,12.5,10.2,15.1,10.2 - 15.1,9.7-17.3,1,
Public Health Insurance Coverage,By State,Vermont,Vermont,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,28.6,23.7,34.0,23.7 - 34.0,25.7-40.0,4,
Public Health Insurance Coverage,By State,Virginia,Virginia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,20.1,16.7,23.9,16.7 - 23.9,17.4-21.5,2,
Public Health Insurance Coverage,By State,Washington,Washington,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,22.6,19.2,26.2,19.2 - 26.2,21.6-25.6,3,
Public Health Insurance Coverage,By State,West Virginia,West Virginia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,33.5,27.5,39.8,27.5 - 39.8,25.7-40.0,4,
Public Health Insurance Coverage,By State,Wisconsin,Wisconsin,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,15.7,12.1,19.9,12.1 - 19.9,9.7-17.3,1,
Public Health Insurance Coverage,By State,Wyoming,Wyoming,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,13.6,10.2,17.6,10.2 - 17.6,9.7-17.3,1,
Private Health Insurance Coverage,National Estimate,United States,United States,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,75.9,75.1,76.7,75.1 - 76.7,,,
Private Health Insurance Coverage,By Age,United States,18 - 24 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,74.1,70.3,77.7,70.3 - 77.7,,,
Private Health Insurance Coverage,By Age,United States,25 - 34 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,70.6,68.8,72.5,68.8 - 72.5,,,
Private Health Insurance Coverage,By Age,United States,35 - 44 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,76.0,74.4,77.6,74.4 - 77.6,,,
Private Health Insurance Coverage,By Age,United States,45 - 64 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,78.9,78.0,79.8,78.0 - 79.8,,,
Private Health Insurance Coverage,By Sex,United States,Male,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,76.8,75.5,78.1,75.5 - 78.1,,,
Private Health Insurance Coverage,By Sex,United States,Female,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,75.0,73.9,76.2,73.9 - 76.2,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,61.7,59.0,64.3,59.0 - 64.3,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,80.8,80.1,81.5,80.1 - 81.5,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,70.4,67.4,73.2,67.4 - 73.2,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,85.5,82.9,87.8,82.9 - 87.8,,,
Uninsured at the Time of Interview,By Sex,United States,Female,3.5,47,"Jun 29 - Jul 11, 2022",06/29/2022,07/11/2022,8.1,7.3,9.0,7.3 - 9.0,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,67.0,62.8,70.9,62.8 - 70.9,,,
Private Health Insurance Coverage,By Education,United States,Less than a high school diploma,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,49.0,44.4,53.5,44.4 - 53.5,,,
Private Health Insurance Coverage,By Education,United States,High school diploma or GED,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,65.2,63.2,67.2,63.2 - 67.2,,,
Private Health Insurance Coverage,By Education,United States,Some college/Associate's degree,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,75.2,74.1,76.3,74.1 - 76.3,,,
Private Health Insurance Coverage,By Education,United States,Bachelor's degree or higher,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,90.9,90.2,91.5,90.2 - 91.5,,,
Private Health Insurance Coverage,By State,Alabama,Alabama,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,76.7,71.3,81.4,71.3 - 81.4,74.4-77.6,2,
Private Health Insurance Coverage,By State,Alaska,Alaska,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,72.1,68.5,75.5,68.5 - 75.5,62.4-74.3,1,
Private Health Insurance Coverage,By State,Arizona,Arizona,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,70.4,64.4,76.0,64.4 - 76.0,62.4-74.3,1,
Private Health Insurance Coverage,By State,Arkansas,Arkansas,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,69.6,64.3,74.6,64.3 - 74.6,62.4-74.3,1,
Private Health Insurance Coverage,By State,California,California,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,73.1,69.5,76.5,69.5 - 76.5,62.4-74.3,1,
Private Health Insurance Coverage,By State,Colorado,Colorado,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,74.6,70.3,78.5,70.3 - 78.5,74.4-77.6,2,
Private Health Insurance Coverage,By State,Connecticut,Connecticut,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,81.0,77.2,84.4,77.2 - 84.4,80.4-89.6,4,
Private Health Insurance Coverage,By State,Delaware,Delaware,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,81.3,75.9,85.9,75.9 - 85.9,80.4-89.6,4,
Private Health Insurance Coverage,By State,District of Columbia,District of Columbia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,79.0,73.0,84.2,73.0 - 84.2,77.7-80.3,3,
Private Health Insurance Coverage,By State,Florida,Florida,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,74.5,70.8,78.1,70.8 - 78.1,74.4-77.6,2,
Private Health Insurance Coverage,By State,Georgia,Georgia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,77.6,73.0,81.7,73.0 - 81.7,74.4-77.6,2,
Private Health Insurance Coverage,By State,Hawaii,Hawaii,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,77.8,72.4,82.5,72.4 - 82.5,77.7-80.3,3,
Private Health Insurance Coverage,By State,Idaho,Idaho,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,79.6,75.2,83.5,75.2 - 83.5,77.7-80.3,3,
Private Health Insurance Coverage,By State,Illinois,Illinois,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,80.4,76.4,83.9,76.4 - 83.9,80.4-89.6,4,
Private Health Insurance Coverage,By State,Indiana,Indiana,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,74.3,70.2,78.1,70.2 - 78.1,62.4-74.3,1,
Private Health Insurance Coverage,By State,Iowa,Iowa,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,84.2,80.9,87.2,80.9 - 87.2,80.4-89.6,4,
Private Health Insurance Coverage,By State,Kansas,Kansas,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,80.0,74.7,84.6,74.7 - 84.6,77.7-80.3,3,
Private Health Insurance Coverage,By State,Kentucky,Kentucky,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,75.2,70.5,79.6,70.5 - 79.6,74.4-77.6,2,
Private Health Insurance Coverage,By State,Louisiana,Louisiana,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,62.4,57.7,66.8,57.7 - 66.8,62.4-74.3,1,
Private Health Insurance Coverage,By State,Maine,Maine,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,80.2,74.0,85.5,74.0 - 85.5,77.7-80.3,3,
Private Health Insurance Coverage,By State,Maryland,Maryland,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,79.6,75.5,83.2,75.5 - 83.2,77.7-80.3,3,
Private Health Insurance Coverage,By State,Massachusetts,Massachusetts,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,85.5,81.9,88.6,81.9 - 88.6,80.4-89.6,4,
Private Health Insurance Coverage,By State,Michigan,Michigan,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,76.6,72.7,80.2,72.7 - 80.2,74.4-77.6,2,
Private Health Insurance Coverage,By State,Minnesota,Minnesota,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,79.8,76.0,83.2,76.0 - 83.2,77.7-80.3,3,
Private Health Insurance Coverage,By State,Mississippi,Mississippi,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,74.5,69.4,79.2,69.4 - 79.2,74.4-77.6,2,
Private Health Insurance Coverage,By State,Missouri,Missouri,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,79.9,75.6,83.6,75.6 - 83.6,77.7-80.3,3,
Private Health Insurance Coverage,By State,Montana,Montana,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,75.6,70.1,80.5,70.1 - 80.5,74.4-77.6,2,
Private Health Insurance Coverage,By State,Nebraska,Nebraska,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,83.9,80.6,86.8,80.6 - 86.8,80.4-89.6,4,
Private Health Insurance Coverage,By State,Nevada,Nevada,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,70.3,64.0,76.0,64.0 - 76.0,62.4-74.3,1,
Private Health Insurance Coverage,By State,New Hampshire,New Hampshire,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,84.8,79.9,88.9,79.9 - 88.9,80.4-89.6,4,
Private Health Insurance Coverage,By State,New Jersey,New Jersey,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,80.3,76.4,83.9,76.4 - 83.9,77.7-80.3,3,
Private Health Insurance Coverage,By State,New Mexico,New Mexico,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,66.4,58.7,73.5,58.7 - 73.5,62.4-74.3,1,
Private Health Insurance Coverage,By State,New York,New York,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,75.6,71.0,79.8,71.0 - 79.8,74.4-77.6,2,
Private Health Insurance Coverage,By State,North Carolina,North Carolina,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,77.4,72.3,81.9,72.3 - 81.9,74.4-77.6,2,
Private Health Insurance Coverage,By State,North Dakota,North Dakota,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,89.6,86.4,92.3,86.4 - 92.3,80.4-89.6,4,
Private Health Insurance Coverage,By State,Ohio,Ohio,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,76.6,70.7,81.8,70.7 - 81.8,74.4-77.6,2,
Private Health Insurance Coverage,By State,Oklahoma,Oklahoma,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,73.2,68.1,77.9,68.1 - 77.9,62.4-74.3,1,
Private Health Insurance Coverage,By State,Oregon,Oregon,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,75.6,71.6,79.2,71.6 - 79.2,74.4-77.6,2,
Private Health Insurance Coverage,By State,Pennsylvania,Pennsylvania,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,77.8,72.9,82.2,72.9 - 82.2,77.7-80.3,3,
Private Health Insurance Coverage,By State,Rhode Island,Rhode Island,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,78.7,74.0,82.9,74.0 - 82.9,77.7-80.3,3,
Private Health Insurance Coverage,By State,South Carolina,South Carolina,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,71.9,66.5,76.9,66.5 - 76.9,62.4-74.3,1,
Private Health Insurance Coverage,By State,South Dakota,South Dakota,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,81.2,75.4,86.2,75.4 - 86.2,80.4-89.6,4,
Private Health Insurance Coverage,By State,Tennessee,Tennessee,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,73.1,68.7,77.2,68.7 - 77.2,62.4-74.3,1,
Private Health Insurance Coverage,By State,Texas,Texas,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,69.9,66.5,73.2,66.5 - 73.2,62.4-74.3,1,
Private Health Insurance Coverage,By State,Utah,Utah,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,82.7,78.9,86.0,78.9 - 86.0,80.4-89.6,4,
Private Health Insurance Coverage,By State,Vermont,Vermont,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,76.5,72.6,80.0,72.6 - 80.0,74.4-77.6,2,
Private Health Insurance Coverage,By State,Virginia,Virginia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,81.7,77.7,85.3,77.7 - 85.3,80.4-89.6,4,
Private Health Insurance Coverage,By State,Washington,Washington,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,80.3,77.0,83.3,77.0 - 83.3,77.7-80.3,3,
Private Health Insurance Coverage,By State,West Virginia,West Virginia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,70.4,63.9,76.2,63.9 - 76.2,62.4-74.3,1,
Private Health Insurance Coverage,By State,Wisconsin,Wisconsin,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,80.0,75.5,84.1,75.5 - 84.1,77.7-80.3,3,
Private Health Insurance Coverage,By State,Wyoming,Wyoming,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,79.1,73.7,83.9,73.7 - 83.9,77.7-80.3,3,
Uninsured at the Time of Interview,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,12.1,11.2,13.2,11.2 - 13.2,,,
Uninsured at the Time of Interview,By Age,United States,18 - 24 years,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,12.4,9.1,16.4,9.1 - 16.4,,,
Uninsured at the Time of Interview,By Age,United States,25 - 34 years,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,19.1,16.5,21.8,16.5 - 21.8,,,
Uninsured at the Time of Interview,By Age,United States,35 - 44 years,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,11.2,10.0,12.5,10.0 - 12.5,,,
Uninsured at the Time of Interview,By Age,United States,45 - 64 years,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.2,8.2,10.3,8.2 - 10.3,,,
Uninsured at the Time of Interview,By Sex,United States,Male,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,14.0,12.7,15.5,12.7 - 15.5,,,
